Event Name,Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 1 Attacking Losses,Team 1 Defending Wins,Team 1 Defending Losses,Team 2 Attacking Wins,Team 2 Attacking Losses,Team 2 Defending Wins,Team 2 Defending Losses,Date,Team 1 Agents,Team 2 Agents
Valorant Champions 2024 - Group Stage,Sunset,FUT Esports,Paper Rex,11,13,6,6,5,7,7,5,6,6,2024-08-09T00:00:00.000Z,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Sage,Omen,Gekko"
Valorant Champions 2024 - Group Stage,Sunset,Talon Esports,Team Vitality,8,13,2,7,6,6,6,6,7,2,2024-08-09T00:00:00.000Z,"Raze,Cypher,Omen,Fade,Deadlock","Cypher,Sova,Omen,KAY/O,Neon"
Valorant Champions 2024 - Group Stage,Lotus,Talon Esports,Team Vitality,6,13,4,3,2,10,10,2,3,4,2024-08-09T00:00:00.000Z,"Raze,Omen,Fade,Deadlock,Clove","Breach,Raze,Cypher,Omen,Fade"
Valorant Champions 2024 - Group Stage,Icebox,Bilibili Gaming,KRÜ Esports,4,13,3,9,1,4,4,1,9,3,2024-08-08T00:00:00.000Z,"Killjoy,Viper,Sage,Jett,KAY/O","Sova,Killjoy,Viper,Jett,Gekko"
Valorant Champions 2024 - Group Stage,Lotus,Bilibili Gaming,KRÜ Esports,9,13,7,5,2,8,8,2,5,7,2024-08-08T00:00:00.000Z,"Breach,Viper,Omen,Neon,Fade","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Group Stage,Lotus,Sentinels,FunPlus Phoenix,13,5,4,2,9,3,3,9,2,4,2024-08-08T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Breach,Viper,Omen,Chamber,Gekko"
Valorant Champions 2024 - Group Stage,Bind,Sentinels,FunPlus Phoenix,13,8,4,8,9,0,0,9,8,4,2024-08-08T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Viper,Omen,Yoru,Chamber,Fade"
Valorant Champions 2024 - Group Stage,Bind,EDward Gaming,G2 Esports,11,13,8,4,3,9,9,3,4,8,2024-08-07T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Valorant Champions 2024 - Group Stage,Haven,EDward Gaming,G2 Esports,11,13,5,7,6,6,6,6,7,5,2024-08-07T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Sova,Killjoy,Viper,Omen,Yoru"
Valorant Champions 2024 - Group Stage,Icebox,EDward Gaming,G2 Esports,13,8,9,3,4,5,5,4,3,9,2024-08-07T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Harbor,Gekko"
Valorant Champions 2024 - Group Stage,Ascent,Leviatán,Trace Esports,5,13,2,10,3,3,3,3,10,2,2024-08-07T00:00:00.000Z,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Valorant Champions 2024 - Group Stage,Sunset,Leviatán,Trace Esports,13,9,6,4,7,5,5,7,4,6,2024-08-07T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Sova,Omen"
Valorant Champions 2024 - Group Stage,Bind,Leviatán,Trace Esports,10,13,5,6,5,7,7,5,6,5,2024-08-07T00:00:00.000Z,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Brimstone,Skye,Deadlock"
Valorant Champions 2024 - Group Stage,Lotus,FNATIC,DRX,6,13,1,6,5,7,7,5,6,1,2024-08-06T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Viper,Omen,Chamber,Fade"
Valorant Champions 2024 - Group Stage,Abyss,FNATIC,DRX,11,13,5,7,6,6,6,6,7,5,2024-08-06T00:00:00.000Z,"Sova,Killjoy,Viper,Yoru,Astra","Cypher,Sova,Omen,Jett,KAY/O"
Valorant Champions 2024 - Group Stage,Bind,Gen.G Esports,Team Heretics,10,13,6,5,4,8,8,4,5,6,2024-08-06T00:00:00.000Z,"Raze,Cypher,Viper,Brimstone,Skye","Viper,Skye,Yoru,Astra,Gekko"
Valorant Champions 2024 - Group Stage,Lotus,Gen.G Esports,Team Heretics,11,13,8,4,3,9,9,3,4,8,2024-08-06T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Group Stage,Abyss,Gen.G Esports,Team Heretics,13,11,7,5,6,6,6,6,5,7,2024-08-06T00:00:00.000Z,"Sova,Viper,Jett,Yoru,Astra","Cypher,Sova,Jett,Astra,Gekko"
Valorant Champions 2024 - Group Stage,Bind,EDward Gaming,FUT Esports,13,10,8,4,5,6,6,5,4,8,2024-08-04T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Valorant Champions 2024 - Group Stage,Lotus,EDward Gaming,FUT Esports,13,9,8,4,5,5,5,5,4,8,2024-08-04T00:00:00.000Z,"Breach,Omen,Neon,Fade,Clove","Breach,Cypher,Viper,Omen,Jett"
Valorant Champions 2024 - Group Stage,Lotus,G2 Esports,Paper Rex,13,9,4,6,9,3,3,9,6,4,2024-08-04T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Omen,Jett,KAY/O,Neon,Fade"
Valorant Champions 2024 - Group Stage,Icebox,G2 Esports,Paper Rex,13,8,8,4,5,4,4,5,4,8,2024-08-04T00:00:00.000Z,"Sova,Killjoy,Viper,Harbor,Gekko","Sova,Killjoy,Viper,Sage,Jett"
Valorant Champions 2024 - Group Stage,Bind,Team Vitality,Trace Esports,7,13,6,6,1,7,7,1,6,6,2024-08-03T00:00:00.000Z,"Raze,Viper,Omen,Fade,Gekko","Raze,Cypher,Brimstone,Skye,Deadlock"
Valorant Champions 2024 - Group Stage,Sunset,Team Vitality,Trace Esports,13,7,5,3,8,4,4,8,3,5,2024-08-03T00:00:00.000Z,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Raze,Cypher,Sova,Omen"
Valorant Champions 2024 - Group Stage,Ascent,Team Vitality,Trace Esports,13,15,7,7,6,8,8,6,7,7,2024-08-03T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Valorant Champions 2024 - Group Stage,Ascent,Leviatán,Talon Esports,13,8,5,4,8,4,4,8,4,5,2024-08-03T00:00:00.000Z,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Phoenix,Sage,KAY/O,Clove"
Valorant Champions 2024 - Group Stage,Bind,Leviatán,Talon Esports,13,11,6,6,7,5,5,7,6,6,2024-08-03T00:00:00.000Z,"Raze,Viper,Brimstone,Skye,Gekko","Viper,Omen,Skye,Yoru,Neon"
Valorant Champions 2024 - Group Stage,Lotus,FNATIC,Bilibili Gaming,13,4,3,2,10,2,2,10,2,3,2024-08-02T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Breach,Cypher,Omen,Neon,Fade"
Valorant Champions 2024 - Group Stage,Bind,FNATIC,Bilibili Gaming,13,9,6,4,7,5,5,7,4,6,2024-08-02T00:00:00.000Z,"Raze,Viper,Astra,Fade,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Valorant Champions 2024 - Group Stage,Bind,DRX,KRÜ Esports,13,6,4,3,9,3,3,9,3,4,2024-08-02T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Valorant Champions 2024 - Group Stage,Abyss,DRX,KRÜ Esports,13,6,5,2,8,4,4,8,2,5,2024-08-02T00:00:00.000Z,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,KAY/O,Harbor"
Valorant Champions 2024 - Group Stage,Haven,DRX,KRÜ Esports,2,13,2,10,0,3,3,0,10,2,2024-08-02T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Valorant Champions 2024 - Group Stage,Lotus,FunPlus Phoenix,Team Heretics,13,15,6,8,7,7,7,7,8,6,2024-08-01T00:00:00.000Z,"Raze,Viper,Omen,Astra,Gekko","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Group Stage,Bind,FunPlus Phoenix,Team Heretics,13,9,5,5,8,4,4,8,5,5,2024-08-01T00:00:00.000Z,"Viper,Omen,Yoru,Chamber,Fade","Raze,Viper,Brimstone,Fade,Gekko"
Valorant Champions 2024 - Group Stage,Abyss,FunPlus Phoenix,Team Heretics,12,14,8,5,4,9,9,4,5,8,2024-08-01T00:00:00.000Z,"Cypher,Viper,Omen,Yoru,Fade","Cypher,Sova,Jett,Astra,Gekko"
Valorant Champions 2024 - Group Stage,Ascent,Gen.G Esports,Sentinels,13,7,8,4,5,3,3,5,4,8,2024-08-01T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Valorant Champions 2024 - Group Stage,Haven,Gen.G Esports,Sentinels,13,8,6,3,7,5,5,7,3,6,2024-08-01T00:00:00.000Z,"Killjoy,Viper,Omen,Jett,Skye","Breach,Cypher,Sova,Omen,Jett"
Champions Tour 2024 EMEA: Ascension - Play-Ins: Playoffs,Haven,KPI Gaming,CGN Esports,6,13,5,7,1,6,6,1,7,5,2024-07-31T00:00:00.000Z,"Breach,Sova,Killjoy,Omen,Jett","Sova,Phoenix,Omen,Jett,Deadlock"
Champions Tour 2024 EMEA: Ascension - Play-Ins: Playoffs,Ascent,KPI Gaming,CGN Esports,11,13,3,9,8,4,4,8,9,3,2024-07-31T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Phoenix,Jett,Astra"
Champions Tour 2024 EMEA: Ascension - Play-Ins: Playoffs,Lotus,KPI Gaming,CGN Esports,9,13,7,3,2,10,10,2,3,7,2024-07-31T00:00:00.000Z,"Raze,Viper,Omen,Chamber,Fade","Raze,Sova,Killjoy,Omen,Gekko"
Champions Tour 2024 EMEA: Ascension - Play-Ins: Playoffs,Lotus,Galakticos,CGN Esports,6,13,3,4,3,9,9,3,4,3,2024-07-30T00:00:00.000Z,"Breach,Raze,Sova,Omen,Chamber","Raze,Sova,Killjoy,Omen,Gekko"
Champions Tour 2024 EMEA: Ascension - Play-Ins: Playoffs,Bind,Galakticos,CGN Esports,13,6,8,4,5,2,2,5,4,8,2024-07-30T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Viper,Phoenix,Brimstone,Yoru,Deadlock"
Champions Tour 2024 EMEA: Ascension - Play-Ins: Playoffs,Ascent,Galakticos,CGN Esports,7,13,2,6,5,7,7,5,6,2,2024-07-30T00:00:00.000Z,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Phoenix,Jett,Astra"
Champions Tour 2024 EMEA: Ascension - Play-Ins: Playoffs,Lotus,KPI Gaming,Valiant,13,11,8,4,5,7,7,5,4,8,2024-07-30T00:00:00.000Z,"Raze,Viper,Omen,Chamber,Fade","Raze,Cypher,Omen,Fade,Deadlock"
Champions Tour 2024 EMEA: Ascension - Play-Ins: Playoffs,Ascent,KPI Gaming,Valiant,6,13,1,6,5,7,7,5,6,1,2024-07-30T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Champions Tour 2024 EMEA: Ascension - Play-Ins: Playoffs,Icebox,KPI Gaming,Valiant,13,2,10,2,3,0,0,3,2,10,2024-07-30T00:00:00.000Z,"Killjoy,Viper,Jett,KAY/O,Gekko","Sova,Killjoy,Viper,Jett,Gekko"
